"age","pclass_1","pclass_2","female","embarked_S","embarked_C","embarked_Q","cabin_B","cabin_C","cabin_E","cabin_D","cabin_A","cabin_F","cabin_G","fare_log10","sibsp_log10","parch_log10","firstclass_female","secondclass_female","survived"
40,1,0,1,1,0,0,0,1,0,0,0,0,0,2.188823059684136,0,0,1,0,"1"
35,1,0,0,1,0,0,0,0,1,0,0,0,0,1.4359637487171955,0,0,0,0,"1"
50,1,0,0,1,0,0,0,0,1,0,0,0,0,1.755112266395071,0.30102999566398114,0,0,0,"0"
39,1,0,1,1,0,0,0,0,1,0,0,0,0,1.755112266395071,0.30102999566398114,0,1,0,"1"
56,1,0,0,0,1,0,0,0,0,0,1,0,0,1.5622928644564746,0,0,0,0,"1"
28,1,0,0,1,0,0,0,0,0,0,1,0,0,1.5622928644564746,0,0,0,0,"1"
56,1,0,0,1,0,0,0,0,0,0,0,0,0,1.4401216031878037,0,0,0,0,"0"
56,1,0,0,0,1,0,0,0,0,0,1,0,0,1.5010017178117603,0,0,0,0,"0"
24,1,0,0,1,0,0,0,1,0,0,0,0,0,1.785329835010767,0.30102999566398114,0,0,0,"0"
29.881137667304014,1,0,0,1,0,0,0,0,0,0,1,0,0,1.4313637641589871,0,0,0,0,"0"
18,1,0,1,1,0,0,0,1,0,0,0,0,0,1.785329835010767,0.30102999566398114,0,1,0,"1"
24,1,0,0,1,0,0,1,0,0,0,0,0,0,1.9204713531752977,0.30102999566398114,0,0,0,"1"
23,1,0,1,1,0,0,1,0,0,0,0,0,0,1.9204713531752977,0.30102999566398114,0,1,0,"1"
6,1,0,0,0,1,0,0,0,1,0,0,0,0,2.131939295210424,0,0,0,0,"1"
45,1,0,0,0,1,0,0,0,1,0,0,0,0,2.131939295210424,0.30102999566398114,0.30102999566398114,0,0,"1"
40,1,0,1,0,1,0,0,0,1,0,0,0,0,2.131939295210424,0.30102999566398114,0.30102999566398114,1,0,"1"
57,1,0,0,0,1,0,1,0,0,0,0,0,0,2.168853258879317,0.30102999566398114,0,0,0,"0"
29.881137667304014,1,0,1,0,1,0,1,0,0,0,0,0,0,2.168853258879317,0.30102999566398114,0,1,0,"1"
32,1,0,0,0,1,0,1,0,0,0,0,0,0,1.4983105537896002,0,0,0,0,"1"
62,1,0,0,1,0,0,0,1,0,0,0,0,0,1.4401216031878037,0,0,0,0,"0"
54,1,0,0,0,1,0,0,1,0,0,0,0,0,1.751600086044402,0.30102999566398114,0,0,0,"1"
43,1,0,1,0,1,0,0,1,0,0,0,0,0,1.751600086044402,0.30102999566398114,0,1,0,"1"
52,1,0,1,0,1,0,0,0,0,1,0,0,0,1.8990907781931157,0.30102999566398114,0,1,0,"1"
29.881137667304014,1,0,0,0,1,0,0,0,0,0,0,0,0,1.458196532741108,0,0,0,0,"0"
62,1,0,1,0,0,0,1,0,0,0,0,0,0,1.9084850188786497,0,0,1,0,"1"
67,1,0,0,1,0,0,0,1,0,0,0,0,0,2.347874640061327,0.30102999566398114,0,0,0,"0"
63,1,0,1,1,0,0,0,1,0,0,0,0,0,2.347874640061327,0.30102999566398114,0,1,0,"0"
61,1,0,0,1,0,0,0,0,0,1,0,0,0,1.522715419848036,0,0,0,0,"0"
48,1,0,1,1,0,0,0,0,0,1,0,0,0,1.4302234517870693,0,0,1,0,"1"
18,1,0,1,1,0,0,0,0,1,0,0,0,0,1.90660437172498,0,0,1,0,"1"
52,1,0,0,1,0,0,0,0,1,0,0,0,0,1.90660437172498,0.30102999566398114,0.30102999566398114,0,0,"0"
39,1,0,1,1,0,0,0,0,1,0,0,0,0,1.90660437172498,0.30102999566398114,0.30102999566398114,1,0,"1"
48,1,0,0,1,0,0,0,1,0,0,0,0,0,1.724275869600789,0.30102999566398114,0,0,0,"1"
29.881137667304014,1,0,1,1,0,0,0,1,0,0,0,0,0,1.724275869600789,0.30102999566398114,0,1,0,"1"
49,1,0,0,0,1,0,0,1,0,0,0,0,0,2.048765267412167,0.30102999566398114,0.30102999566398114,0,0,"0"
17,1,0,0,0,1,0,0,1,0,0,0,0,0,2.048765267412167,0,0,0,0,"1"
39,1,0,1,0,1,0,0,1,0,0,0,0,0,2.048765267412167,0.30102999566398114,0.30102999566398114,1,0,"1"
29.881137667304014,1,0,1,0,1,0,0,0,0,0,0,0,0,1.9041743682841634,0,0,1,0,"1"
31,1,0,0,0,1,0,0,1,0,0,0,0,0,1.4703737346404253,0,0,0,0,"1"
40,1,0,0,0,1,0,0,0,0,0,0,0,0,1.458196532741108,0,0,0,0,"0"
61,1,0,0,1,0,0,1,0,0,0,0,0,0,1.537819095073274,0,0,0,0,"0"
47,1,0,0,1,0,0,0,0,0,1,0,0,0,1.544326062695947,0,0,0,0,"0"
35,1,0,1,0,1,0,0,0,0,0,0,0,0,2.7103959691861146,0,0,1,0,"1"
64,1,0,0,0,1,0,0,0,0,1,0,0,0,1.8822398480188234,0.30102999566398114,0,0,0,"0"
60,1,0,1,0,1,0,0,0,0,1,0,0,0,1.8822398480188234,0.30102999566398114,0,1,0,"1"
60,1,0,0,1,0,0,0,0,0,0,0,0,0,1.4401216031878037,0,0,0,0,"0"
54,1,0,0,1,0,0,0,0,0,1,0,0,0,1.8936924247093638,0,0,0,0,"0"
21,1,0,0,1,0,0,0,0,0,1,0,0,0,1.8936924247093638,0,0,0,0,"0"
55,1,0,1,0,1,0,0,1,0,0,0,0,0,2.135556557645501,0,0,1,0,"1"
31,1,0,1,1,0,0,0,1,0,0,0,0,0,2.219759204240921,0,0,1,0,"1"
57,1,0,0,1,0,0,0,0,0,0,0,0,0,2.219759204240921,0.30102999566398114,0.30102999566398114,0,0,"0"
45,1,0,1,1,0,0,0,0,0,0,0,0,0,2.219759204240921,0.30102999566398114,0.30102999566398114,1,0,"1"
50,1,0,0,0,1,0,0,1,0,0,0,0,0,2.3273589343863303,0.30102999566398114,0.30102999566398114,0,0,"0"
27,1,0,0,0,1,0,0,1,0,0,0,0,0,2.3273589343863303,0,0,0,0,"0"
50,1,0,1,0,1,0,0,1,0,0,0,0,0,2.3273589343863303,0.30102999566398114,0.30102999566398114,1,0,"1"
21,1,0,1,1,0,0,0,0,0,0,0,0,0,1.4401216031878037,0,0,1,0,"1"
51,1,0,0,0,1,0,0,0,0,0,0,0,0,1.7950398007222885,0,0,0,0,"0"
21,1,0,0,0,1,0,0,0,0,0,0,0,0,1.7950398007222885,0,0,0,0,"1"
29.881137667304014,1,0,0,1,0,0,0,1,0,0,0,0,0,1.556302500767287,0,0,0,0,"0"
31,1,0,1,0,1,0,0,0,1,0,0,0,0,2.131939295210424,0,0,1,0,"1"
29.881137667304014,1,0,0,1,0,0,0,1,0,0,0,0,0,1.5622928644564746,0,0,0,0,"1"
62,1,0,0,1,0,0,0,0,0,0,0,0,0,1.4401216031878037,0,0,0,0,"0"
36,1,0,1,0,1,0,0,1,0,0,0,0,0,2.135556557645501,0,0,1,0,"1"
30,0,1,0,0,1,0,0,0,0,0,0,0,0,1.3979400086720375,0.30102999566398114,0,0,0,"0"
28,0,1,1,0,1,0,0,0,0,0,0,0,0,1.3979400086720375,0.30102999566398114,0,0,1,"1"
30,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
18,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0969100130080565,0,0,0,0,"0"
25,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
34,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
36,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
57,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
18,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0969100130080565,0,0,0,0,"0"
23,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
36,0,1,1,1,0,0,0,0,0,1,0,0,0,1.1461280356782377,0,0,0,1,"1"
28,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
51,0,1,0,1,0,0,0,0,0,0,0,0,0,1.131137273778607,0,0,0,0,"0"
32,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"1"
19,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
28,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,0,"0"
1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.6020599913279623,0.47712125471966244,0.47712125471966244,0,0,"1"
4,0,1,1,1,0,0,0,0,0,0,0,1,0,1.6020599913279623,0.47712125471966244,0.47712125471966244,0,1,"1"
12,0,1,1,1,0,0,0,0,0,0,0,1,0,1.6020599913279623,0.47712125471966244,0.47712125471966244,0,1,"1"
36,0,1,1,1,0,0,0,0,0,0,0,1,0,1.6020599913279623,0,0,0,1,"1"
34,0,1,0,1,0,0,0,0,0,1,0,0,0,1.1461280356782377,0,0,0,0,"1"
19,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
23,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
26,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
42,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
27,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
24,0,1,1,1,0,0,0,0,0,0,0,1,0,1.1461280356782377,0,0,0,1,"1"
15,0,1,1,1,0,0,0,0,0,0,0,0,0,1.6020599913279623,0,0,0,1,"1"
60,0,1,0,1,0,0,0,0,0,0,0,0,0,1.6020599913279623,0.30102999566398114,0.30102999566398114,0,0,"0"
40,0,1,1,1,0,0,0,0,0,0,0,0,0,1.6020599913279623,0.30102999566398114,0.30102999566398114,0,1,"1"
20,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
25,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
36,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
25,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
42,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
42,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
0.83,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4771212547196624,0,0,0,0,"1"
26,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4771212547196624,0.30102999566398114,0.30102999566398114,0,0,"1"
22,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4771212547196624,0.30102999566398114,0.30102999566398114,0,1,"1"
35,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0,0,0,1,"1"
29.881137667304014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
19,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
44,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"0"
54,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
52,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1613680022349748,0,0,0,0,"0"
37,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
29,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"0"
25,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4913616938342726,0.30102999566398114,0.30102999566398114,0,1,"1"
45,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4913616938342726,0,0,0,1,"1"
29,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
28,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
29,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
28,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
24,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"1"
8,0,1,1,1,0,0,0,0,0,0,0,0,0,1.435366506612661,0,0,0,1,"1"
31,0,1,0,1,0,0,0,0,0,0,0,0,0,1.435366506612661,0.30102999566398114,0.30102999566398114,0,0,"0"
31,0,1,1,1,0,0,0,0,0,0,0,0,0,1.435366506612661,0.30102999566398114,0.30102999566398114,0,1,"1"
22,0,1,1,1,0,0,0,0,0,0,0,1,0,1.0606978403536116,0,0,0,1,"1"
30,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"0"
29.881137667304014,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0,0,0,1,"0"
21,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0969100130080565,0,0,0,0,"0"
29.881137667304014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
8,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5769169559652068,0.30102999566398114,0.30102999566398114,0,0,"1"
18,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8721562727482925,0,0,0,0,"0"
48,0,1,1,1,0,0,0,0,0,0,0,0,0,1.5769169559652068,0,0,0,1,"1"
28,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
32,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
17,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8721562727482925,0,0,0,0,"0"
29,0,1,0,0,1,0,0,0,0,0,0,0,0,1.458196532741108,0.30102999566398114,0,0,0,"0"
24,0,1,1,0,1,0,0,0,0,0,0,0,0,1.458196532741108,0.30102999566398114,0,0,1,"1"
25,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5118833609788742,0,0,0,0,"0"
18,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8721562727482925,0,0,0,0,"0"
18,0,1,1,1,0,0,0,0,0,0,0,0,0,1.380211241711606,0,0,0,1,"1"
34,0,1,1,1,0,0,0,0,0,0,0,0,0,1.380211241711606,0,0,0,1,"1"
54,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,0,"0"
8,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5250448070368452,0,0,0,0,"1"
42,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5250448070368452,0.30102999566398114,0.30102999566398114,0,0,"0"
34,0,1,1,1,0,0,0,0,0,0,0,0,0,1.5250448070368452,0.30102999566398114,0.30102999566398114,0,1,"1"
27,0,1,1,0,1,0,0,0,0,0,0,0,0,1.1719691228260605,0.30102999566398114,0,0,1,"1"
30,0,1,1,0,1,0,0,0,0,0,0,0,0,1.1719691228260605,0.30102999566398114,0,0,1,"1"
23,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
21,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
18,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
40,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
29,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
18,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
36,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
29.881137667304014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
38,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"0"
35,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,0,"0"
38,0,1,0,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0.30102999566398114,0,0,0,"0"
34,0,1,0,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0.30102999566398114,0,0,0,"0"
34,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
16,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,0,"0"
26,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
47,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
21,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0969100130080565,0.30102999566398114,0,0,0,"0"
21,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0969100130080565,0.30102999566398114,0,0,0,"0"
24,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1613680022349748,0,0,0,0,"0"
24,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
34,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
30,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
52,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
30,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
0.67,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1903316981702914,0.30102999566398114,0.30102999566398114,0,0,"1"
24,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1903316981702914,0,0,0,1,"1"
44,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
6,0,1,1,1,0,0,0,0,0,0,0,0,0,1.5314789170422551,0,0,0,1,"1"
28,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5314789170422551,0,0,0,0,"0"
62,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"1"
30,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
7,0,1,1,1,0,0,0,0,0,0,0,0,0,1.435366506612661,0,0,0,1,"1"
43,0,1,0,1,0,0,0,0,0,0,0,0,0,1.435366506612661,0.30102999566398114,0.30102999566398114,0,0,"0"
45,0,1,1,1,0,0,0,0,0,0,0,0,0,1.435366506612661,0.30102999566398114,0.30102999566398114,0,1,"1"
24,0,1,1,1,0,0,0,0,0,0,0,0,0,1.8195439355418683,0.30102999566398114,0.30102999566398114,0,1,"1"
24,0,1,1,1,0,0,0,0,0,0,0,0,0,1.8195439355418683,0.30102999566398114,0.30102999566398114,0,1,"1"
49,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8195439355418683,0.30102999566398114,0.30102999566398114,0,0,"0"
48,0,1,1,1,0,0,0,0,0,0,0,0,0,1.8195439355418683,0.30102999566398114,0.30102999566398114,0,1,"1"
55,0,1,1,1,0,0,0,0,0,0,0,0,0,1.2304489213782739,0,0,0,1,"1"
24,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8721562727482925,0.47712125471966244,0,0,0,"0"
32,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8721562727482925,0.47712125471966244,0,0,0,"0"
21,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8721562727482925,0.47712125471966244,0,0,0,"0"
18,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0.30102999566398114,0.30102999566398114,0,1,"0"
20,0,1,1,1,0,0,0,0,0,0,0,0,0,1.380211241711606,0.47712125471966244,0.47712125471966244,0,1,"1"
23,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0969100130080565,0.47712125471966244,0.47712125471966244,0,0,"0"
36,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
54,0,1,1,1,0,0,0,0,0,0,0,0,0,1.380211241711606,0.30102999566398114,0.30102999566398114,0,1,"1"
50,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
44,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
29,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
21,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8721562727482925,0,0,0,0,"0"
42,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"1"
63,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
60,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"0"
33,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1230345297535065,0,0,0,0,"0"
17,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,1,"1"
42,0,1,0,1,0,0,0,0,0,0,0,0,0,1.447158031342219,0.30102999566398114,0,0,0,"0"
24,0,1,1,1,0,0,0,0,0,0,0,0,0,1.447158031342219,0.47712125471966244,0.47712125471966244,0,1,"1"
47,0,1,0,1,0,0,0,0,0,0,0,0,0,1.2041199826559246,0,0,0,0,"0"
24,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5118833609788742,0.47712125471966244,0,0,0,"0"
22,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5118833609788742,0.47712125471966244,0,0,0,"0"
32,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
23,0,1,1,0,1,0,0,0,0,1,0,0,0,1.1700180900341755,0,0,0,1,"1"
34,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
24,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
22,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0,0,0,1,"0"
29.881137667304014,0,1,1,0,0,1,0,0,1,0,0,0,0,1.125481265700594,0,0,0,1,"1"
35,0,1,0,0,0,1,0,0,0,0,0,0,0,1.125481265700594,0,0,0,0,"0"
45,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1613680022349748,0,0,0,1,"1"
57,0,1,0,0,0,1,0,0,0,0,0,0,0,1.125481265700594,0,0,0,0,"0"
29.881137667304014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
31,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
26,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0.30102999566398114,0,1,"0"
30,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0.30102999566398114,0,0,"0"
29.881137667304014,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0684938417661425,0,0,0,0,"0"
1,0,1,1,0,1,0,0,0,0,0,0,0,0,1.6291974974299361,0.30102999566398114,0.30102999566398114,0,1,"1"
3,0,1,1,0,1,0,0,0,0,0,0,0,0,1.6291974974299361,0.30102999566398114,0.30102999566398114,0,1,"1"
25,0,1,0,0,1,0,0,0,0,0,0,0,0,1.6291974974299361,0.30102999566398114,0.30102999566398114,0,0,"0"
22,0,1,1,0,1,0,0,0,0,0,0,0,0,1.6291974974299361,0.30102999566398114,0.30102999566398114,0,1,"1"
17,0,1,1,0,1,0,0,0,0,0,0,0,0,1.1139433523068367,0,0,0,1,"1"
29.881137667304014,0,1,1,1,0,0,0,0,0,0,0,0,0,1.5314789170422551,0,0,0,1,"1"
34,0,1,1,1,0,0,0,0,0,0,0,1,0,1.0606978403536116,0,0,0,1,"1"
36,0,1,0,0,1,0,0,0,0,1,0,0,0,1.1422329917947138,0,0,0,0,"0"
24,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
61,0,1,0,0,0,1,0,0,0,0,0,0,0,1.125481265700594,0,0,0,0,"0"
50,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
42,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
57,0,1,1,1,0,0,0,0,1,0,0,0,0,1.0606978403536116,0,0,0,1,"0"
29.881137667304014,0,1,0,0,1,0,0,0,0,1,0,0,0,1.2053613747144323,0,0,0,0,"0"
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1.5798315949333728,0,0,0,0,"1"
31,0,1,0,0,1,0,0,0,0,0,0,0,0,1.5798315949333728,0.30102999566398114,0.30102999566398114,0,0,"0"
24,0,1,1,0,1,0,0,0,0,0,0,0,0,1.5798315949333728,0.30102999566398114,0.30102999566398114,0,1,"1"
29.881137667304014,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2195635706070271,0,0,0,0,"0"
30,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
40,0,1,0,1,0,0,0,0,0,0,0,0,0,1.2304489213782739,0,0,0,0,"0"
32,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1613680022349748,0,0,0,0,"0"
30,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
46,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,0,"0"
13,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3117538610557542,0,0,0,1,"1"
41,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3117538610557542,0,0,0,1,"1"
19,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"1"
39,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
48,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
70,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
27,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
54,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1760912590556811,0,0,0,0,"0"
39,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,0,"0"
16,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
62,0,1,0,0,0,1,0,0,0,0,0,0,0,1.028876127736229,0,0,0,0,"0"
32.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1.4923524354600808,0.30102999566398114,0,0,0,"0"
14,0,1,1,0,1,0,0,0,0,0,0,0,0,1.4923524354600808,0.30102999566398114,0,0,1,"1"
2,0,1,0,1,0,0,0,0,0,0,0,1,0,1.4313637641589871,0.30102999566398114,0.30102999566398114,0,0,"1"
3,0,1,0,1,0,0,0,0,0,0,0,1,0,1.4313637641589871,0.30102999566398114,0.30102999566398114,0,0,"1"
36.5,0,1,0,1,0,0,0,0,0,0,0,1,0,1.4313637641589871,0,0,0,0,"0"
26,0,1,0,1,0,0,0,0,0,0,0,1,0,1.1461280356782377,0,0,0,0,"0"
19,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5769169559652068,0.30102999566398114,0.30102999566398114,0,0,"0"
28,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1613680022349748,0,0,0,0,"0"
20,0,1,0,0,1,0,0,0,0,1,0,0,0,1.172091867626748,0,0,0,0,"1"
